,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,pop
68,0.164700395,0.197340236,0.149828853,0.191366779,0.151995014,0.129268895,0.16402827,0.112517926,0.134806859,0.114991734,0.151941394,0.155719483,0.120594323,0.135283034,0.126696066,0.115120687,0.118369016,0.119944606,0.116494817,0.125204958,0.108236954,0.131219447,0.107769691,0.110195192,0.114362121,0.112778972,SI
69,0.17359649,0.174654168,0.174414121,0.130379124,0.128248375,0.120623413,0.132305008,0.154189597,0.13098158,0.137903115,0.136705823,0.128258796,0.123280541,0.115332435,0.122323071,0.115739344,0.110246829,0.124969505,0.126084461,0.11524939,0.12261874,0.118434215,0.114917976,0.111752941,0.116317962,0.105335559,SI
70,0.188596097,0.188369252,0.165300208,0.176706976,0.144737021,0.141792129,0.149231095,0.123480665,0.121023915,0.123380747,0.138086229,0.133588727,0.118519185,0.13659126,0.130712605,0.112768522,0.126334052,0.126225799,0.115355377,0.109992354,0.116509362,0.114268402,0.107676397,0.114991481,0.113995181,0.115620641,SI
71,0.184141569,0.165950959,0.180972487,0.134515482,0.125120212,0.143046013,0.151123757,0.152039583,0.127185847,0.12772964,0.138315236,0.12904218,0.117798648,0.121637263,0.123699888,0.11390754,0.115695857,0.123834536,0.12969681,0.11238229,0.124716293,0.119894654,0.116563852,0.110632378,0.118835626,0.107206755,SI
72,0.135334852,0.198111445,0.179578045,0.162749404,0.141340313,0.155073578,0.158529534,0.132947139,0.126363013,0.133021096,0.134735567,0.139417356,0.119772467,0.133510139,0.129322366,0.121338239,0.124481125,0.125080218,0.11608665,0.119134941,0.114956768,0.119465357,0.109076166,0.117579649,0.116012809,0.1148648,SI
73,0.194817532,0.196352589,0.169522648,0.168979863,0.142189182,0.144453439,0.153329907,0.140752331,0.118036091,0.127773329,0.135680925,0.135152667,0.119671824,0.139677671,0.124580611,0.115639016,0.126383733,0.127143836,0.113256458,0.116905922,0.115194392,0.116527369,0.107264648,0.115325912,0.115146344,0.109908383,SI
74,0.100720972,0.212458519,0.175626125,0.17552161,0.138138461,0.14905993,0.127736215,0.12849371,0.13483308,0.125431363,0.142143159,0.124726514,0.122481794,0.129389853,0.124749207,0.118535209,0.116161837,0.127552731,0.125656952,0.110847338,0.116680012,0.116132222,0.11121625,0.11419324,0.112175995,0.113860719,SI
75,0.145357675,0.194216232,0.188912622,0.156585354,0.138142222,0.139370257,0.134954261,0.16218152,0.123187413,0.137670345,0.125654607,0.121528182,0.110640067,0.110872601,0.126812154,0.117597556,0.114512122,0.127747038,0.129648222,0.104905222,0.126879136,0.108780373,0.113393821,0.111482124,0.11120404,0.112524801,SI
76,0.165503297,0.169846536,0.188805321,0.155013337,0.136671776,0.134452524,0.130885872,0.155020229,0.127208249,0.134564241,0.145475728,0.126941808,0.119794139,0.117218871,0.132460097,0.11706296,0.117599654,0.126951288,0.129243144,0.114924842,0.125529469,0.118621785,0.116024455,0.112521402,0.111844537,0.114947347,SI
77,0.171766494,0.18613515,0.128832855,0.202319353,0.159810292,0.122281557,0.140616019,0.107889035,0.139621805,0.119797117,0.15833194,0.137223624,0.124145829,0.138884796,0.119500793,0.118525419,0.113003208,0.130026912,0.122075495,0.127796722,0.118886559,0.12632321,0.104575257,0.113566386,0.11545122,0.109896355,SI
78,0.17462887,0.186009309,0.180697662,0.145009958,0.134678078,0.127522481,0.116240453,0.139272592,0.135852565,0.134463688,0.13929725,0.125496638,0.125869906,0.108609798,0.128165631,0.125249154,0.11015798,0.137994793,0.12813713,0.118262896,0.128736821,0.125767498,0.10788542,0.115882051,0.110852701,0.104771501,SI
79,0.176718504,0.175206124,0.178528581,0.136624067,0.12290725,0.137915316,0.143954136,0.16190441,0.122728513,0.134082777,0.126444238,0.125799851,0.111845021,0.121794742,0.123074194,0.114295253,0.117156673,0.129624811,0.121873254,0.104604583,0.121336355,0.107568538,0.111977659,0.108670579,0.115552875,0.108007708,SI
80,0.168848443,0.161625915,0.184019019,0.146249181,0.117249194,0.140583748,0.140656939,0.159430377,0.118313635,0.136149799,0.133509484,0.116244052,0.120917792,0.115031121,0.123986073,0.114771088,0.118963321,0.12885331,0.128464193,0.109162211,0.128734559,0.119216295,0.109274295,0.111277181,0.111267462,0.112805112,SI
81,0.251691459,0.186949944,0.155731112,0.183746831,0.139931307,0.142498217,0.16072692,0.130921721,0.131179804,0.123468792,0.135354541,0.14848428,0.117173642,0.134104228,0.120493658,0.11278986,0.114777068,0.114616936,0.115290261,0.117814949,0.105620743,0.115333252,0.116347078,0.106011846,0.1163258,0.10747984,SI
82,0.167928884,0.192345969,0.165957417,0.175358519,0.140965313,0.141882192,0.165586553,0.137059154,0.12161899,0.130995464,0.14428103,0.147112519,0.121500789,0.140794499,0.126768805,0.118427876,0.12302051,0.124929179,0.11967409,0.125137159,0.112088852,0.120947441,0.10885603,0.113011477,0.115684317,0.112696645,SI
83,0.105692744,0.192298952,0.181595063,0.138473305,0.117099425,0.128508464,0.144660792,0.151701401,0.117554527,0.140210021,0.125502621,0.122714721,0.111283799,0.125165579,0.12187272,0.123024293,0.117938749,0.13807849,0.117920131,0.107490868,0.124966341,0.108585404,0.103508458,0.113676222,0.107074042,0.106207217,SI
84,0.179045084,0.18816679,0.15462067,0.166994972,0.138618363,0.137003554,0.157752047,0.150660224,0.127887564,0.125397701,0.126033091,0.143141114,0.106449792,0.129753587,0.126382054,0.1181227,0.124676572,0.12237021,0.113526091,0.111325424,0.113801393,0.109104756,0.11500255,0.114450604,0.117482008,0.112226,SI
