,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,pop
255,0.159898165,0.181331433,0.176733558,0.159030904,0.138232867,0.131662993,0.146718487,0.139846756,0.128972847,0.136621614,0.138171639,0.132992836,0.116645527,0.127710032,0.125318057,0.123673959,0.11993828,0.129856833,0.123033651,0.116817185,0.122220542,0.116318294,0.108706026,0.113808515,0.110971508,0.111148651,OI
256,0.193653105,0.165601289,0.174978659,0.15714015,0.128665066,0.145895467,0.151851264,0.152052041,0.122050704,0.135179844,0.133117096,0.129188949,0.116660056,0.120800708,0.126248946,0.12022594,0.118673024,0.124880883,0.128299167,0.114503904,0.123595425,0.113870283,0.111253985,0.114323253,0.114434068,0.110764479,OI
257,0.1625152,0.177882044,0.175340005,0.158628212,0.128853128,0.139727313,0.147765215,0.149149534,0.120142501,0.134729995,0.136402633,0.126837022,0.118212041,0.130994897,0.124260096,0.117523006,0.119317769,0.12653256,0.124607596,0.110783792,0.120593743,0.109868058,0.112247092,0.111958644,0.111839573,0.109625046,OI
258,0.176166438,0.191606638,0.171124151,0.159728092,0.144725653,0.138054086,0.155085417,0.139707074,0.129281643,0.130999721,0.130687251,0.139338547,0.120812668,0.132849957,0.12001822,0.124165684,0.124513039,0.127663556,0.114823253,0.11717177,0.114556433,0.114422972,0.105902546,0.117397978,0.109329467,0.111653842,OI
259,0.161704232,0.209547511,0.165303351,0.196509959,0.152318112,0.144200601,0.124764573,0.130767806,0.142627522,0.128722607,0.138093253,0.130836113,0.123542449,0.124003694,0.125595274,0.120885418,0.113476235,0.125605132,0.123059517,0.112271345,0.117633591,0.120335624,0.111725825,0.115556662,0.114776045,0.113551955,SI
260,0.1407212,0.214506332,0.169707612,0.178782405,0.15061709,0.148481322,0.143662949,0.121183679,0.127973664,0.128099565,0.141694813,0.136812446,0.12575353,0.132329558,0.129348983,0.117202883,0.121676815,0.12019522,0.119454333,0.121046808,0.117739353,0.118873792,0.115016423,0.119577885,0.116831793,0.115106604,SI
261,0.213722476,0.202356324,0.153420966,0.189758996,0.147610622,0.147299214,0.134633298,0.112479528,0.138462972,0.1153642,0.14506114,0.133969877,0.129297388,0.127124707,0.125698444,0.112230855,0.115731222,0.117791182,0.126657322,0.118460682,0.116994395,0.122149722,0.112098551,0.11327603,0.115276864,0.111614457,SI
262,0.178062815,0.174557804,0.176740871,0.160939642,0.129433629,0.14909259,0.159684393,0.136405398,0.12104285,0.128909304,0.130334643,0.139477577,0.118025258,0.138771874,0.1280498,0.118019159,0.128629777,0.124441303,0.115862551,0.113497142,0.113668777,0.109499449,0.111838899,0.117127196,0.112964073,0.113694271,SI
263,0.122415399,0.191190094,0.170172686,0.176157618,0.143730723,0.149001551,0.156530029,0.124452999,0.124088223,0.12940007,0.138440387,0.138336554,0.118187382,0.134903706,0.132271549,0.120297735,0.12684574,0.125167665,0.120728196,0.116793922,0.115282514,0.113985501,0.112241019,0.118726437,0.114152107,0.114793011,SI
264,0.11894134,0.176678826,0.162339209,0.148665502,0.138806605,0.122926937,0.142992724,0.143038196,0.129718993,0.140706124,0.142490208,0.131252373,0.117979527,0.11807607,0.124622138,0.120577205,0.111471788,0.132372713,0.123091789,0.116506457,0.124510448,0.122695639,0.109925086,0.108444949,0.110304123,0.107021421,SI
265,0.183295899,0.196205344,0.173808029,0.161209108,0.136144993,0.143919114,0.156895123,0.146294595,0.122404512,0.133754746,0.126969613,0.137526397,0.112074912,0.137183598,0.124741128,0.119647182,0.1254563,0.128014656,0.112327367,0.111370952,0.113385443,0.11146083,0.108265081,0.1146571,0.112187767,0.113991477,SI
266,0.108325328,0.186680692,0.180591212,0.160109802,0.134943743,0.134698912,0.146222499,0.147469793,0.125265759,0.13572613,0.135852725,0.131328884,0.115958657,0.126831092,0.127023695,0.121772656,0.12258325,0.131557619,0.123527791,0.114060762,0.11994263,0.11498398,0.108036909,0.115754744,0.11125254,0.114294341,AP
267,0.143866753,0.161915973,0.168433304,0.129675783,0.130997989,0.12567136,0.128038339,0.149872784,0.128913515,0.126731883,0.14125688,0.129569429,0.128566062,0.117324753,0.125348157,0.113900089,0.116938494,0.117479594,0.125664437,0.119290404,0.125340512,0.123218018,0.115046975,0.114675492,0.120755945,0.110567415,SI
268,0.134062315,0.177944104,0.164184737,0.140351057,0.137417822,0.13507807,0.149224939,0.143361406,0.126736346,0.131347681,0.14013236,0.130999039,0.114823129,0.124666401,0.125570871,0.117601159,0.112261592,0.128584371,0.124393915,0.110816631,0.121061947,0.115447016,0.110597528,0.108382868,0.112487251,0.105306007,SI
269,0.128420623,0.149904258,0.175936124,0.128533929,0.129258653,0.115380903,0.129757737,0.147489167,0.128407851,0.12673254,0.141521899,0.129119824,0.133509135,0.123084321,0.122946205,0.116994508,0.111904004,0.115189206,0.121559073,0.115744059,0.115399814,0.119735304,0.116870208,0.112596392,0.122578395,0.109216254,SI
270,0.176023661,0.167544627,0.176506138,0.159202102,0.136677138,0.144296181,0.142175234,0.153040543,0.130412008,0.130232267,0.13939216,0.131642092,0.122997468,0.11690154,0.125658546,0.118534295,0.118737884,0.122564019,0.125606697,0.118741636,0.122666268,0.123378587,0.112744629,0.112850817,0.113857128,0.111640834,SI
271,0.189761861,0.183785987,0.174871206,0.172957989,0.136931873,0.145851624,0.157579646,0.133012516,0.121627978,0.129543653,0.136852863,0.132950808,0.115799568,0.131214829,0.12702143,0.117058969,0.122429316,0.126201156,0.118315942,0.109688438,0.11951398,0.116582258,0.107688177,0.112541708,0.114404453,0.113520231,SI
272,0.109893874,0.166594139,0.191704367,0.141469437,0.125254593,0.148298113,0.139218279,0.148719356,0.127542515,0.135903374,0.134107837,0.129568309,0.123742264,0.128387421,0.130664899,0.119345756,0.117204075,0.121357327,0.123215664,0.116391745,0.116805883,0.11629513,0.110653631,0.115308334,0.115361258,0.115757048,SI
273,0.124620233,0.229711538,0.175688105,0.160076039,0.140287598,0.150480791,0.155362972,0.123137218,0.128245922,0.126770303,0.140368912,0.14212833,0.129493616,0.137471609,0.129727878,0.116818201,0.121478154,0.121576816,0.119993168,0.123395913,0.111696441,0.121720199,0.116695621,0.117201622,0.113664994,0.111536386,SI
274,0.193560857,0.137392388,0.15458676,0.137860168,0.148501625,0.164625062,0.135643217,0.155746094,0.121781143,0.136337614,0.13903332,0.132870633,0.124433821,0.129205818,0.119367279,0.112000196,0.115342717,0.131835473,0.122701051,0.116301918,0.119068593,0.117404007,0.108363651,0.11715281,0.112706447,0.106266267,SI
275,0.136043285,0.160272399,0.172159995,0.142690029,0.13009651,0.133423436,0.148936671,0.150800891,0.125832683,0.137588714,0.135807541,0.134013242,0.11890335,0.122627288,0.124433586,0.119271947,0.113115166,0.124791535,0.12395265,0.114896963,0.119773248,0.119164856,0.112882651,0.110981766,0.116117144,0.108404091,SI
276,0.171965155,0.162530027,0.175985987,0.146559737,0.135740202,0.133554841,0.143897779,0.154479786,0.13192094,0.132748885,0.138605323,0.130642767,0.116108582,0.119413028,0.125653798,0.115712697,0.113037791,0.128354882,0.127556209,0.113834284,0.124823336,0.117977522,0.113349762,0.111218942,0.115622522,0.108023555,AP
277,0.170063101,0.17115724,0.167560512,0.15002504,0.137908059,0.121739155,0.144682225,0.145946577,0.126507316,0.133904514,0.13850647,0.132194936,0.116712927,0.122886893,0.125913963,0.119075188,0.117588916,0.131854623,0.123822872,0.1123364,0.120881178,0.11966117,0.108462645,0.111781913,0.110914533,0.108962153,SI
278,0.115623737,0.201987228,0.145667539,0.17178391,0.12821789,0.129092503,0.130070462,0.147765361,0.129624533,0.127863552,0.132055793,0.131978661,0.121305766,0.131155772,0.12387615,0.118428575,0.121378008,0.119927613,0.119996516,0.115552461,0.116711193,0.119196702,0.111811422,0.113938615,0.116187008,0.11032151,SI
279,0.180942817,0.203052848,0.180050708,0.168746612,0.134520652,0.148406792,0.158146536,0.137994629,0.121635114,0.133603393,0.136336926,0.133427441,0.117966942,0.134166198,0.123578511,0.119790021,0.124056524,0.123214074,0.119126938,0.115200861,0.114415035,0.116912327,0.110276023,0.113172816,0.114490372,0.11325686,SI
280,0.123876162,0.206254095,0.187123132,0.178851801,0.149724571,0.152068527,0.147830333,0.128054618,0.126597226,0.124373269,0.137990442,0.133239328,0.123363961,0.128319861,0.125712164,0.115881509,0.12235404,0.117552936,0.123880957,0.114679401,0.118601736,0.117673223,0.113772213,0.113887607,0.117595656,0.113494631,SI
281,0.212014569,0.190808832,0.162490164,0.152075197,0.137077718,0.146176264,0.150804151,0.130395786,0.124950375,0.123161977,0.138579144,0.135702117,0.118636314,0.13354021,0.12732856,0.113602683,0.121092322,0.120825425,0.117280707,0.113733635,0.111859159,0.116290096,0.110714686,0.112156155,0.116038575,0.112493477,SI
282,0.176514409,0.178386007,0.169481199,0.171996444,0.141720389,0.143615863,0.152931987,0.134061895,0.121379667,0.128214569,0.136403852,0.132749214,0.120918382,0.130040625,0.126640606,0.117124621,0.119545116,0.12879121,0.119293369,0.113925085,0.120391217,0.117509114,0.107142495,0.113768406,0.115100507,0.11062207,SI
283,0.177707132,0.222350039,0.169550426,0.181996091,0.162765785,0.134103677,0.131306633,0.130440194,0.133134664,0.122329826,0.143335341,0.136878983,0.12164702,0.12350235,0.126489414,0.121484942,0.120800706,0.126087066,0.123916064,0.119708063,0.117799074,0.123946103,0.112119794,0.118559753,0.114053491,0.113661153,SI
284,0.159043555,0.176538442,0.17918325,0.153176602,0.14251327,0.13906538,0.144261013,0.159124123,0.127877017,0.133407748,0.130939075,0.131522458,0.112217029,0.118968475,0.127587592,0.11857319,0.116729752,0.125703523,0.127295251,0.112398837,0.121788843,0.111551975,0.112735087,0.113437371,0.11290901,0.113685734,SI
285,0.159928997,0.128025738,0.172424596,0.134383143,0.134881665,0.132391385,0.125883454,0.145736888,0.131051001,0.126242606,0.140108799,0.133047813,0.131230075,0.129218679,0.126577868,0.120408743,0.124324013,0.120827844,0.120991823,0.121373914,0.114599029,0.117705711,0.111386256,0.118155288,0.113010934,0.113796993,AP
286,0.118850762,0.147873037,0.167031353,0.138766534,0.132921333,0.125145836,0.135506334,0.14024492,0.131902831,0.133279392,0.141221364,0.134319684,0.128227663,0.12858859,0.123213906,0.118665386,0.111982693,0.119495301,0.121828518,0.117674914,0.116201367,0.12138308,0.112592139,0.110956502,0.118293316,0.108472926,SI
287,0.143263841,0.182252911,0.177461128,0.143096668,0.130659831,0.131589938,0.136864179,0.153133744,0.130031109,0.134625649,0.134267595,0.120373552,0.118347373,0.119429414,0.117393331,0.115407018,0.111926477,0.12710739,0.126267029,0.110230646,0.125234749,0.118692719,0.10900469,0.107409929,0.113924125,0.105565074,SI
288,0.16659231,0.197581943,0.136953666,0.185795187,0.135626899,0.149360325,0.151861764,0.125824987,0.118349431,0.120281674,0.144436648,0.142049366,0.130858886,0.135865767,0.122048647,0.109305257,0.122920778,0.116160688,0.120150532,0.126439383,0.116295643,0.122277312,0.11080441,0.112024752,0.117503344,0.109265299,SI
289,0.136330613,0.190340728,0.13874876,0.185614097,0.138530468,0.136572181,0.125352172,0.127694783,0.116627757,0.118557696,0.159181395,0.123385288,0.133040869,0.13050528,0.122939619,0.111450249,0.119235851,0.126401261,0.131564367,0.122106175,0.127366839,0.13203925,0.11173656,0.108384847,0.118328608,0.112000387,SI
290,0.181636365,0.203726676,0.159021071,0.184515502,0.143850897,0.152386524,0.156308807,0.120971035,0.136214926,0.126530381,0.142855932,0.135270104,0.130697296,0.129510797,0.11985231,0.123954609,0.115794151,0.118025549,0.122398521,0.120652889,0.114618149,0.119932341,0.10725707,0.115595211,0.113687224,0.109694522,SI
291,0.192092756,0.177935031,0.14471902,0.203268881,0.159116335,0.134923642,0.14547284,0.109061869,0.133134673,0.111255992,0.158458755,0.143816543,0.129859543,0.137144623,0.124948431,0.11387612,0.119536025,0.121917213,0.124098484,0.12458396,0.116420346,0.125384464,0.109990829,0.115615508,0.115474773,0.113113523,SI
292,0.158739869,0.19296379,0.165984451,0.167068124,0.137755662,0.13964615,0.15389958,0.135612253,0.122119389,0.127113293,0.134640379,0.135344241,0.118666192,0.132993097,0.124752702,0.116381377,0.121737782,0.124318344,0.115695809,0.113221145,0.11668104,0.118699924,0.110345063,0.113132961,0.112671218,0.111367527,SI
293,0.154515252,0.159136472,0.182306653,0.137176389,0.138811054,0.133731636,0.115218946,0.144204408,0.124317589,0.128365927,0.144453851,0.124261028,0.135978062,0.116720398,0.132808806,0.117552794,0.121213485,0.118508143,0.12541013,0.119770203,0.122139563,0.126809712,0.113353139,0.117738757,0.114791759,0.114221473,SI
294,0.163409627,0.206196744,0.166720313,0.18169279,0.147966121,0.143853384,0.144663977,0.118336755,0.13664402,0.125704831,0.143086185,0.138006017,0.125127371,0.130442468,0.127800114,0.118616471,0.117228514,0.116524227,0.124491634,0.120814511,0.116569782,0.1207552,0.1152795,0.112788218,0.116386118,0.115171087,SI
295,0.13855576,0.211065567,0.179210288,0.165464122,0.135020998,0.149768626,0.164494765,0.14883581,0.116490955,0.129972176,0.127492525,0.138597637,0.113215484,0.136416923,0.1292122,0.115608954,0.126691522,0.124895211,0.114952256,0.113881638,0.114631107,0.108635908,0.111828962,0.118673455,0.113510293,0.114970239,SI
296,0.254692857,0.181789839,0.184929468,0.152172768,0.124384461,0.142992946,0.143415188,0.144981808,0.116114889,0.12135445,0.136241747,0.129343684,0.110870343,0.132597316,0.139745451,0.105239479,0.131358395,0.123487671,0.12291557,0.102257138,0.118792979,0.108683453,0.117682119,0.114223456,0.120179809,0.124682452,OI
297,0.180489081,0.15899775,0.167694697,0.138000489,0.128900573,0.136020132,0.151259878,0.143129056,0.121582438,0.125655508,0.138159404,0.129096325,0.117759383,0.12948922,0.12682216,0.112996483,0.12226238,0.123844035,0.122203136,0.110124984,0.120477691,0.11382084,0.113059021,0.111943341,0.115582239,0.113475796,SI
298,0.159989632,0.201564919,0.165823535,0.177351729,0.147887792,0.142450354,0.143698835,0.110656031,0.125455396,0.11492043,0.157285551,0.135820861,0.133546077,0.137916194,0.130394153,0.113461514,0.121245885,0.124385706,0.126269625,0.122920495,0.117620828,0.126338623,0.112480214,0.11674487,0.113961783,0.11130245,OI
299,0.18651953,0.165906071,0.17728341,0.151421157,0.128093872,0.13891531,0.147280025,0.152635139,0.117815323,0.130701915,0.131054542,0.127280202,0.116128447,0.128541707,0.125354142,0.114475383,0.121230213,0.126673112,0.12254611,0.109926012,0.124427616,0.111942395,0.113171208,0.1121269,0.11642714,0.108756388,SI
300,0.105683483,0.183793681,0.18590818,0.159081495,0.135302505,0.129664782,0.139204813,0.154164363,0.128455916,0.136766472,0.13356233,0.124499266,0.108648776,0.120641545,0.128732658,0.120224724,0.115476497,0.131439817,0.128285427,0.106423094,0.125327905,0.108555441,0.110914532,0.113935179,0.113142526,0.111103446,SI
301,0.153583208,0.167883344,0.155718347,0.180000613,0.150812921,0.134284978,0.138560973,0.119244089,0.133359938,0.123000464,0.15743276,0.124715984,0.128380882,0.125344917,0.127760164,0.122662763,0.110444898,0.126477519,0.130788246,0.124817882,0.124580922,0.132094712,0.11564038,0.116731918,0.116980818,0.107574281,SI
302,0.116676156,0.18318318,0.215366422,0.124741988,0.13595668,0.131824853,0.121549655,0.149796818,0.124048206,0.131304462,0.144815358,0.123747138,0.122114092,0.110871983,0.129655718,0.11524874,0.113754236,0.12284842,0.126903354,0.116237706,0.131407415,0.123212773,0.111356369,0.115300334,0.115518125,0.109251369,SI
303,0.113361862,0.214760061,0.170205694,0.163216093,0.127215521,0.138582342,0.136596802,0.115886645,0.133606818,0.12533049,0.145284203,0.13516478,0.130808643,0.119256897,0.12415899,0.118010889,0.113024174,0.109975049,0.132286815,0.125461831,0.117575027,0.124251352,0.120523314,0.110843717,0.117751065,0.108663078,OI
304,0.16929647,0.199589201,0.153875044,0.20438972,0.144047476,0.14732384,0.148081331,0.126153532,0.118677033,0.125998834,0.145225797,0.140532219,0.127418585,0.135225203,0.120617229,0.112049912,0.122008308,0.119799583,0.123328573,0.128087852,0.121483843,0.11785371,0.112034221,0.110681596,0.115510475,0.106682187,SI
305,0.185807194,0.183842018,0.18186099,0.118773287,0.12672889,0.139783009,0.116709346,0.137698419,0.116993977,0.126358153,0.14297139,0.109227983,0.138889648,0.112842179,0.129480599,0.107010536,0.11642108,0.122923248,0.131298918,0.116396554,0.1310699,0.132092078,0.112786751,0.111543988,0.123289549,0.11194697,OI
306,0.228519852,0.195690929,0.156256075,0.17972235,0.135225511,0.152625056,0.1594733,0.109739711,0.139066958,0.117536837,0.138998036,0.13615568,0.137398486,0.132300191,0.105248241,0.118891288,0.113907904,0.112543261,0.121332371,0.123280124,0.114537864,0.11181544,0.109660891,0.110988636,0.10714618,0.102790037,OI
307,0.174792923,0.139428977,0.175544817,0.128969545,0.132589688,0.13398169,0.142629495,0.154359189,0.134901174,0.129754414,0.141687432,0.133962164,0.121660721,0.120499253,0.12987792,0.117317027,0.116017568,0.122217322,0.128107421,0.119011011,0.120482934,0.123573939,0.115276674,0.114975443,0.118974315,0.112055714,AP
308,0.173068194,0.204990337,0.170591984,0.171692195,0.139698146,0.150649655,0.147614004,0.117065812,0.127642712,0.122729063,0.146483013,0.134484629,0.130754704,0.13093598,0.125349213,0.116480509,0.119230773,0.121611335,0.124927967,0.120331879,0.119889136,0.123775179,0.109858689,0.114529428,0.114763957,0.109230242,SI
309,0.154596037,0.22311742,0.187196869,0.158948163,0.133943538,0.135367523,0.128016632,0.160904972,0.111887456,0.137496389,0.133039275,0.120203586,0.113290999,0.113570134,0.140061597,0.11484714,0.127713251,0.128851255,0.133787191,0.110487956,0.125961153,0.114444101,0.120566049,0.119008725,0.109795364,0.118515058,OI
310,0.219671096,0.171246531,0.176108847,0.145119816,0.124678325,0.134527282,0.15481067,0.138498306,0.126936602,0.140672652,0.129326628,0.134319078,0.117785961,0.125034433,0.121215072,0.125147457,0.118721643,0.131215137,0.121340879,0.11552699,0.123199624,0.111723351,0.108380982,0.115233218,0.108708946,0.106124075,OI
311,0.157147608,0.165522374,0.176935405,0.137228256,0.130401672,0.133960422,0.13977552,0.154315401,0.12246504,0.13613582,0.134266103,0.12604032,0.117296172,0.125479624,0.124995643,0.113213944,0.115915683,0.122079322,0.124985311,0.114391912,0.122815578,0.114992846,0.112758962,0.109859559,0.114834504,0.106093231,SI
312,0.146978774,0.173314176,0.129684701,0.202865353,0.158790159,0.116047256,0.155448447,0.117233562,0.129139994,0.114390343,0.176597555,0.137412973,0.12307418,0.138063767,0.131000863,0.106886827,0.117962994,0.116138308,0.134339861,0.122737748,0.116850818,0.13238,0.113693876,0.109923913,0.121315837,0.116987411,OI
313,0.280319843,0.18327788,0.172244095,0.161467095,0.115508892,0.139264924,0.137826864,0.169182025,0.118916492,0.12850525,0.130608459,0.134767567,0.109635682,0.120164454,0.129436157,0.115786751,0.12177618,0.122865439,0.119586102,0.115058353,0.125309866,0.120640418,0.11302564,0.117307232,0.113304169,0.113638142,SI
314,0.199770573,0.195106689,0.169738161,0.140906211,0.145249496,0.132515968,0.114211209,0.136338457,0.140726639,0.128370057,0.136836319,0.128690988,0.131756576,0.110240418,0.117112277,0.122404581,0.109916994,0.127687645,0.121448429,0.120345507,0.122070778,0.13103842,0.107655184,0.111832135,0.116367478,0.105510698,OI
315,0.143079952,0.200323185,0.179676135,0.178942595,0.140710104,0.150110236,0.14800016,0.116920538,0.11712549,0.11811066,0.152413137,0.143647614,0.125422121,0.1387666,0.137282074,0.106457649,0.123513553,0.114065002,0.125124756,0.121844067,0.111739487,0.120644716,0.121237742,0.113614662,0.119152095,0.116375259,OI
316,0.209334043,0.214910168,0.157529055,0.185181139,0.15495253,0.121263075,0.121139719,0.118461064,0.129902975,0.127852626,0.151284301,0.108621195,0.127659246,0.124920568,0.124724136,0.118117128,0.119882964,0.125833864,0.137151365,0.109509929,0.132133488,0.117542132,0.114438756,0.114833434,0.113495154,0.113004772,SI
317,0.141967777,0.161093544,0.173056675,0.131117673,0.142879842,0.126325797,0.131861318,0.142283963,0.130414482,0.124249179,0.137990891,0.134602396,0.122082784,0.124597111,0.128495361,0.114322073,0.116028094,0.121076961,0.123058863,0.114082855,0.120602869,0.11999454,0.110914665,0.115889771,0.118642201,0.109265275,SI
318,0.171972436,0.178337239,0.176294811,0.167139928,0.129746876,0.14144814,0.159328366,0.14043446,0.126149886,0.136234253,0.13256371,0.134934136,0.116402248,0.127364173,0.125283777,0.123109245,0.122166794,0.12808366,0.120347589,0.116472107,0.120644836,0.115305656,0.108454732,0.114244717,0.110483184,0.112771039,OI
319,0.154888058,0.194480768,0.182372224,0.167039864,0.138476441,0.139550316,0.153545589,0.142187822,0.128057326,0.125949025,0.135699413,0.129309687,0.110597862,0.129662694,0.126425114,0.119838998,0.120649886,0.128253158,0.126503891,0.106872302,0.120558163,0.112195521,0.109671569,0.108626145,0.112291149,0.111800191,SI
320,0.148106793,0.20612289,0.169008303,0.184604773,0.135945652,0.149077672,0.144017812,0.125364628,0.123568963,0.121955405,0.150509029,0.131862645,0.124685419,0.12949653,0.135744228,0.119576933,0.12374614,0.118362973,0.135258163,0.117731325,0.117648924,0.121050878,0.114424016,0.120598944,0.118670087,0.11323927,SI
321,0.174878855,0.166665627,0.172487004,0.151031036,0.129080934,0.137066071,0.145350673,0.148262471,0.126797744,0.132605887,0.136359703,0.128740965,0.115778249,0.123212163,0.1239177,0.114907319,0.115293175,0.127484891,0.127736103,0.109917776,0.123460413,0.113535917,0.113470874,0.108310286,0.11380338,0.10753394,SI
322,0.137882838,0.208133514,0.169778467,0.172866937,0.132634261,0.150099104,0.146734743,0.12681843,0.115989741,0.127408869,0.134900661,0.143117633,0.125517746,0.132827794,0.135801882,0.112982161,0.131364801,0.11795282,0.114652159,0.119180048,0.111876329,0.117164071,0.119586163,0.121588153,0.118017701,0.119237958,SI
323,0.204054643,0.179027939,0.181386795,0.158922716,0.131688289,0.15605836,0.165853755,0.144610691,0.121700062,0.122281379,0.125268199,0.133717513,0.114432482,0.128249279,0.121775146,0.113107406,0.128853244,0.118752891,0.123474041,0.108541257,0.120647701,0.106824428,0.114413859,0.111241816,0.121225186,0.110103109,SI
324,0.152297565,0.206542558,0.174554312,0.173162494,0.130819484,0.160789019,0.161030731,0.123533061,0.125046915,0.129261059,0.135237105,0.140154584,0.124886548,0.134653817,0.124253271,0.120680561,0.119782667,0.125990644,0.120773688,0.120616966,0.120013188,0.117951099,0.110325736,0.112138339,0.111535158,0.106597219,SI
325,0.097391864,0.21509295,0.178439259,0.17909337,0.154089742,0.152425849,0.145250828,0.119990643,0.12770618,0.120558354,0.146093102,0.133557659,0.124105099,0.13208945,0.130551085,0.111286874,0.119433202,0.119557677,0.124617387,0.118082599,0.121816158,0.118399235,0.11662612,0.110346282,0.117130838,0.112057087,SI
326,0.153119732,0.206624699,0.16686718,0.171696979,0.136904983,0.151879387,0.156067946,0.122142962,0.122746896,0.126994502,0.139655838,0.141826011,0.127485058,0.13693999,0.130992619,0.118740275,0.124033563,0.120314703,0.114865656,0.120217656,0.111716469,0.119992948,0.112437909,0.117604925,0.119381665,0.113188469,SI
327,0.155009035,0.206834169,0.165584681,0.184435764,0.142894531,0.155146752,0.145892173,0.12691943,0.125707513,0.1221164,0.141657321,0.135327353,0.127886934,0.131245857,0.125686911,0.115493935,0.124149061,0.120000622,0.124940305,0.12119251,0.117315439,0.120814944,0.114477335,0.115239947,0.116799986,0.11097927,SI
328,0.166507747,0.148964257,0.178081352,0.127336583,0.141363548,0.149134459,0.132912023,0.135506676,0.129806999,0.123247287,0.133415855,0.133460174,0.123946808,0.135908848,0.121651784,0.118564259,0.12348639,0.122444935,0.117753125,0.114463634,0.114578357,0.113433147,0.109407239,0.1116996,0.112511543,0.115222441,SI
329,0.19010282,0.187698082,0.172809646,0.160446256,0.133165049,0.153572418,0.154766224,0.125753808,0.123482903,0.126062471,0.136499915,0.134754894,0.122912919,0.133307999,0.125018547,0.116478225,0.118722694,0.124644536,0.116869554,0.114418503,0.120503159,0.116058402,0.110725776,0.114458962,0.115251565,0.10806067,SI
330,0.19863185,0.167789789,0.163278596,0.156152319,0.123802629,0.145479663,0.161027804,0.148522947,0.118254465,0.131514297,0.130234347,0.135829398,0.113399315,0.132378372,0.125646586,0.113816077,0.122378332,0.123635864,0.11746533,0.111639814,0.116888891,0.113178248,0.115233825,0.112949994,0.119106749,0.113165741,SI
331,0.174356272,0.197930706,0.178822007,0.182519416,0.143754768,0.142588427,0.141721914,0.136214896,0.12058658,0.133172886,0.133922381,0.133393974,0.123748786,0.127476776,0.133363455,0.122088755,0.127994551,0.125004711,0.123660384,0.115720933,0.118571871,0.114143664,0.114711891,0.122391802,0.113224339,0.118478546,SI
332,0.165059039,0.172332573,0.176022799,0.13755445,0.134503008,0.130742625,0.133333838,0.150336472,0.128464788,0.132559898,0.139301975,0.128245832,0.12121495,0.115446232,0.125636382,0.1154435,0.112043663,0.122658214,0.127308954,0.115401553,0.127899451,0.121786428,0.113251409,0.1123891,0.118165228,0.107081732,SI
333,0.191424322,0.196364541,0.171723875,0.172304165,0.146176307,0.145500794,0.129211064,0.129411714,0.133260134,0.124450311,0.142253235,0.13421378,0.126474525,0.125286612,0.123297713,0.115432408,0.120400861,0.119718969,0.12472469,0.121179742,0.119126223,0.119447689,0.111472291,0.112049407,0.116826406,0.113049372,SI
334,0.216020732,0.193559002,0.173947047,0.181316787,0.145172896,0.151466587,0.150623105,0.133198444,0.126373539,0.129417909,0.135740334,0.134975467,0.124685001,0.129677009,0.125945582,0.121603743,0.122869773,0.122989524,0.121264733,0.119589905,0.117106976,0.118264061,0.110448106,0.115307446,0.111212054,0.112823699,SI
335,0.153531997,0.208713346,0.169185948,0.190701543,0.153825529,0.146558797,0.140579014,0.122031537,0.129056889,0.126559595,0.140985219,0.132528629,0.120638119,0.131096982,0.129794216,0.11574001,0.118488447,0.123208267,0.122958971,0.117285131,0.11956212,0.116394961,0.114227045,0.11449772,0.116784707,0.112677135,SI
336,0.185541179,0.172969599,0.171898449,0.132919812,0.145256287,0.138876851,0.121927511,0.12221312,0.133707366,0.123126684,0.147185234,0.139198198,0.141162406,0.133548943,0.123892303,0.12342321,0.115887375,0.122748355,0.118296083,0.123270561,0.107215933,0.13079001,0.106271568,0.113925317,0.117751724,0.111967417,SI
337,0.205686053,0.185243686,0.169938736,0.169238165,0.147054658,0.142902265,0.152912244,0.121870019,0.128855682,0.12206922,0.141345236,0.138197409,0.124399416,0.132462576,0.125746597,0.118513075,0.122519789,0.122199874,0.119887302,0.118427342,0.116153998,0.118621653,0.110602788,0.114814974,0.113006944,0.113639471,SI
338,0.163044484,0.140956323,0.180264663,0.144132663,0.135489854,0.133743783,0.126988329,0.155131064,0.132251225,0.129687863,0.141791947,0.131780776,0.123968833,0.124551932,0.125309206,0.120131356,0.125851864,0.122679127,0.122321043,0.120875841,0.121615997,0.118926882,0.111468769,0.116440795,0.109605562,0.113668617,SI
339,0.173502147,0.174066026,0.170362328,0.134597926,0.130772661,0.147287669,0.138334872,0.160705953,0.122535475,0.12856368,0.125812106,0.121108092,0.113210911,0.118270205,0.12316876,0.10861121,0.115208727,0.120191528,0.125162695,0.108395304,0.127491313,0.109660203,0.114690373,0.10911287,0.11976575,0.111985984,SI
340,0.217909744,0.207407287,0.164885558,0.192824939,0.151290693,0.15203649,0.141089767,0.131806155,0.122258482,0.125671862,0.135598695,0.135459698,0.127496729,0.130049179,0.130612492,0.116914326,0.1267356,0.116079457,0.121071962,0.119574865,0.112615514,0.117485646,0.118774433,0.11895837,0.115863385,0.115393541,SI
