"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46"
"1",3.51644467078825,0.579073250402357,1.90587454712525,0.551890822723512,0.766537197967545,1.02477647661206,0.427080942112137,0.694199601777181,0.548286905091859,0.212666488522948,0.241114982670821,0.284924669930332,0.659638601913929,0.284791519070788,1.23116184842544,0.609734126466351,0.449200395421709,0.268099991617499,0.273038156790447,0.452022762853137,0.20093998497816,0.235998999840728,0.338296120770884,0.411743895900434,0.189010691574935,0.242448017519117,0.175903087382951,0.127720938835432,0.139522853538256,0.274408609754506,0.199736375805846,0.152732763397122,0.20352604830792,0.208808539546982,0.310561770297277,0.276773039872721,0.50193087775305,0.409918760786903,0.236391802075756,0.238806006247077,0.347038664889387,0.296864963166708,0.400844532758193,0.253446793213718,0.387834567632453,0.228798448738986
"2",3.8555197313621,1.09415831460831,1.43603789514667,0.585450135559385,0.635136902340418,1.26238148794788,0.337626552694757,0.630521552398715,0.55791559238266,0.199312325565863,0.248830292214445,0.302072385829932,0.564530622534367,0.768977802197859,0.457593638180899,0.709330569379753,0.239311810333989,0.454609563361638,0.154328062209115,0.554664804455239,0.225489457832943,0.16120490142665,0.266983771811001,0.449793676606476,0.246629872075159,0.243762387778892,0.185341676436449,0.139778363841659,0.13102923205814,0.270149360394977,0.19698726279925,0.154137393636736,0.197905561618827,0.192707089890624,0.364244261090278,0.276492071081309,0.483255104827999,0.281013215266559,0.279793894043507,0.267183809058461,0.335449277262883,0.192136249682696,0.426191687249412,0.232557574731373,0.420006656436478,0.248482998914962
"3",3.80497267371885,0.825289129882548,1.4408572639022,0.763669633169251,1.01207193910595,0.77947114387075,0.745431720237431,0.343746298516269,0.497914865546485,0.220560503416238,0.262483504452121,0.262136544555165,0.662297267659935,0.411156210130832,0.532026147863481,0.73257925677537,0.430959050359593,0.299412202546641,0.26676337454868,0.447688301535417,0.267023700868137,0.13316646277231,0.38753684764724,0.371506210962355,0.237551860990453,0.232262029367961,0.168558904253629,0.134177974953994,0.134689946329348,0.279242636750839,0.190667825200145,0.154077675774014,0.200852103783759,0.210049225897726,0.312165962844339,0.230941859284906,0.485317259502959,0.286827082735925,0.258916618589649,0.281608301829194,0.351662467716133,0.318395183912953,0.349908492812015,0.282297512347582,0.332147768730594,0.186705129633086
"4",4.44778119993804,0.955286326443192,1.61856708534875,0.70954199145261,0.786289953960822,1.49026221391774,0.638331877045678,0.56480107896465,0.466472563164408,0.317130841469346,0.230385554794062,0.358575140990797,0.61324970496993,0.682087611860233,0.383784424796789,0.714462717752092,0.454821582556895,0.250409730165985,0.225745121177242,0.451322574245836,0.220086969528566,0.26448732743364,0.292452277951291,0.397583192223192,0.225930375181738,0.25537032704,0.192571295543177,0.131154407048361,0.147204897511608,0.277087681527943,0.240740694208911,0.124448885579258,0.197410829506567,0.179537776488037,0.373465804400199,0.387769315773971,0.407817198273894,0.294643071501998,0.268839046196212,0.257497149338589,0.348678452831267,0.323006701197395,0.347315239249584,0.241181689295876,0.366086310813172,0.246389902289051
"5",3.58669785306471,0.991173729806119,1.83903948467168,0.961668085721124,0.896429857106,1.35863122151904,0.681776101621121,0.507345794668671,0.576768129925019,0.238223460500997,0.239252587616996,0.326242043724463,0.517356439355849,0.742535643802817,0.561596790317393,0.310500800827695,0.544357190690631,0.293710350866575,0.249843593858323,0.495350090905127,0.248132268904139,0.235572560810061,0.284158688066824,0.388050168276969,0.244145189024779,0.205152334468269,0.163880490753359,0.137701328956601,0.143050358668622,0.267372978658679,0.208278728306032,0.145777789499963,0.21272712578337,0.204076483614994,0.332786773112027,0.345553647667169,0.363770966007307,0.261314860792985,0.315253221189116,0.246889177789354,0.332584054035539,0.3106461977363,0.396597599477542,0.268829177459906,0.364433329895463,0.180534781500461
"6",3.86181048182004,1.0399481966701,1.56046957724359,0.756847363844073,0.771191647368575,1.02283045266589,0.730261801350058,0.367397174262016,0.539500623146761,0.271643699877853,0.214365133467263,0.330158664472852,0.545659792019296,0.593417298060364,1.04287558970257,0.638347930437703,0.385635554830797,0.306255722891642,0.250539371010704,0.556363660568899,0.214913808034427,0.218157387337734,0.291522839981392,0.380671723970737,0.266723424443594,0.193888574009564,0.163538095861738,0.133521454542972,0.154327311597458,0.26127866004988,0.197088327792904,0.153874156539368,0.196218535630724,0.215291153007217,0.320667621561951,0.285552310245922,0.381736362930616,0.318889108064405,0.274265749344908,0.233735407861855,0.360961932053612,0.302839818837923,0.369980163873345,0.260990745499451,0.3988532322569,0.276834592353922
"7",3.56128349178173,0.663214156108332,1.62567951261443,0.69658038390872,0.859360779202535,1.05449281128772,0.592050019798769,0.436942002394634,0.478272436120572,0.28947912125738,0.239945463636796,0.316767281502908,0.547470104317638,0.609212052290877,0.900682985548013,0.395942145802457,0.489006272124858,0.281266827896593,0.207847047170062,0.55519427833929,0.218159030237905,0.235458342803843,0.300963536281825,0.350838114613134,0.234716494715478,0.234741595532513,0.164561482652569,0.140008484763661,0.142548915323431,0.275485926534626,0.194758757483549,0.145206566637322,0.205539904672525,0.205070970912491,0.321341824353503,0.40813219893137,0.218596569973905,0.214098867619769,0.295203153855163,0.235698989651954,0.340527630336368,0.320825467998136,0.347591173168409,0.264312055477111,0.389636005924903,0.224483606233057
"8",3.78857408671888,1.5052194897231,1.79429651971193,0.932619521806855,0.850766034760324,1.2674762659968,0.549404826599389,0.582592982932762,0.473906372855533,0.304635090259807,0.189059802446379,0.288474601926942,0.691962426816554,0.430835506939667,0.749632551212911,0.551468639766263,0.448505848084508,0.289062211749345,0.290636010490954,0.431271356491132,0.226810674739397,0.217559191405482,0.285169528661066,0.386526008442465,0.233955182722109,0.240194349522081,0.168046471675152,0.136729962044469,0.141079494926259,0.274480080053995,0.190636090044881,0.145891998843396,0.202023835308729,0.209971005936721,0.338402927508146,0.364900289629665,0.369619167613278,0.314354635495465,0.263961858857468,0.268777277192668,0.324715349973853,0.300782999846461,0.3879650928273,0.26124224328814,0.381904348948159,0.19916170321786
"9",3.99181368509118,0.716248335128924,1.72083307317183,0.725145312837283,0.758995018091136,1.24110592398909,0.597969135376251,0.486888730713922,0.484505702756876,0.278613518894755,0.224655593737412,0.295055796743309,0.595380652878569,0.45960046698447,0.777767646642223,0.630335960004343,0.490759138278647,0.286329207204211,0.273392263144957,0.461513170172202,0.222535117236148,0.230169130870189,0.278355433075823,0.363575115654412,0.239446828034076,0.236823877035129,0.166389570507926,0.140350114875239,0.137248211725927,0.281677511496209,0.196070001153295,0.149306121537473,0.200456999492685,0.212904607204164,0.307279746873487,0.286469585858899,0.477594794429102,0.321748311832129,0.258786618343052,0.256698947669111,0.3346922974587,0.307864781094304,0.384498855681186,0.251163562890936,0.378968982435266,0.221956094744443
"10",3.45004581966653,2.09104648928025,2.90456932012364,0.436227992462213,0.932045632584454,1.77295346501161,0.307648247053064,0.519763211968136,0.362451021924314,0.306845416399921,0.142033178984985,0.372421506088559,0.550243341500456,0.720030502754992,0.63713236363544,0.773091292724768,0.367970877739838,0.462114454826093,0.249623227886986,0.394364521486667,0.216068342027993,0.255773959162061,0.292494079028105,0.374971053415465,0.299123989534805,0.272901948020452,0.186481137611871,0.13398736515347,0.130821805803953,0.290199690495175,0.174885889307714,0.157579102222742,0.198865670902966,0.205842458582516,0.331814566240263,0.379582167337431,0.339172232714106,0.261523321809138,0.31123630831107,0.264741953807137,0.312095553246155,0.343689574794539,0.361094201447856,0.22878360511228,0.385787187644659,0.220478954719592
